nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,cantidad_retweets,link
Many,Many,2021-08-15T22:29:57.000Z,Sera’ que en Colombia hay “ libertades “,,,2,2,https://twitter.com/vicarca_/status/1427034858023362562
Mauro,Mauro,2021-08-15T22:31:32.000Z,"Vea CORRUPTO, el que perdió el grado de inversión y subió el dólar hasta lo más alto de la historia fue el inútil de DUQUE.

Aumentó precio del dólar después de que Colombia perdió grado de inversión via 
@elPaiscali",,,,1,https://twitter.com/Mauro55432977/status/1427035255869947905
Danny Bravo,Danny Bravo,2021-08-15T22:31:51.000Z,Jajajaja ya no nos volveremos como Venezuela si no como Perú ,,,,1,https://twitter.com/dbravooo_/status/1427035334202757120
Cristián Sanchez,Cristián Sanchez,2021-08-15T22:33:02.000Z,"@JulianRoman
 dándole 'me gusta' a este personaje. ",,,,3,https://twitter.com/SanchezCaicedoC/status/1427035631545430019
JuanCa Sierra,JuanCa Sierra,2021-08-15T22:38:30.000Z,"Ahora el barquito de batalla para el uribismo es Perú, como va a salir primero Duque que Maduro (él que tenía las horas contadas) se inventan un conflicto con Perú.",,,3,5,https://twitter.com/JuanSierra8010/status/1427037007105122308
IdoloMoro,IdoloMoro,2021-08-15T22:39:51.000Z,¿Alguien podría decirme a qué se refiere este señor con lo que está pasando en el Perú? Porque yo tengo claro lo que ha pasado con décadas de neoliberalismo y también sé que acaba de llegar un nuevo presidente que aún no ha hecho nada ¿a qué se referirá?,,,,1,https://twitter.com/MoroIdolo/status/1427037346181132290
Jose Lara,Jose Lara,2021-08-15T22:41:37.000Z,"Estos hps no cambian el discurso xq saben q a los ignorantes los mantienen como titeres con esos mismos hilos:castrochavismo del siglo 21,regimen Maduro,izquierda q restringe libertades,etc,..no tienen mas pero eso les sirve. Estos hps son los q estan en el poder,no la izquierda!",,,,1,https://twitter.com/JoseLar23648764/status/1427037793121972237
Víctor Hugo Guevara,Víctor Hugo Guevara,2021-08-15T22:43:37.000Z,"Por qué no coge oficio Iván y sus Bamban, la corrupción de tu partido desborda lo inimaginable y Ud. dice que  si llegan los progresistas nos volvemos cómo Perú. Te recuerdo que en Perú encarcelan presidentes y corruptos y ese es el temor que tienes",,,1,1,https://twitter.com/rubenfelip/status/1427038295586975744
EDOSP,EDOSP,2021-08-15T22:48:08.000Z,Afines en valores ,,1,1,2,https://twitter.com/EDOSP2/status/1427039432994131970
gonzalo ramon,gonzalo ramon,2021-08-15T22:48:57.000Z,"Lo que quiere decir  ""Zurriaga"" es que sigamos en la patria boba, corrupción y más corrupción.",,,,1,https://twitter.com/gonzalo64544812/status/1427039638137487364
César Mendoza González,César Mendoza González,2021-08-15T22:49:55.000Z,Con estos sectores ?,,,14,29,https://twitter.com/Medellin1968/status/1427039880358604803
Alejandro Perez,Alejandro Perez,2021-08-15T22:53:42.000Z,"Claro q se van a unir  los q tienen ideales de corrupción, desfalcos, mermeladas compra de votos y manipulación mediática jajajajaja osea el uribismo cambio radical conservadores y liberales banqueros y la famosa gente de bn.",,,1,4,https://twitter.com/alejoperrez0312/status/1427040832222343168
Slave no more,Slave no more,2021-08-15T22:53:43.000Z,Un pinta de sangre urgente pa este vampiro,,1,,,https://twitter.com/dichu08/status/1427040838522183685
Pascual del Bosque.,Pascual del Bosque.,2021-08-15T23:02:05.000Z,,,,,1,https://twitter.com/Pascualdelbosq1/status/1427042943228076034
73NN3V0X,73NN3V0X,2021-08-15T22:53:52.000Z,"No pues, estamos en Noruega, en Suiza. Que pusilánimes son estos muñecos de ventrílocuos para hacer política en la que ni se hacen cargo de las cagadas de su combo, ni tienen plan diferente al que ya nos lleva barranco abajo. #payasos ",,,1,2,https://twitter.com/Andresvox/status/1427040877524836359
Corrosive,Corrosive,2021-08-15T19:44:45.000Z,"2021 y todavía siguen con el discurso de Venezuela? Somos Colombia, la corrupta y violenta Colombia, donde una opinión te puede costar la vida, actualmente somos igual o peor, porque suceden las cosas y esta clase de corruptos de ultraderecha actúan como si no pasara nada.",,,,,https://twitter.com/BlackCrows747/status/1426993281871851526
@JovisMendezgnr,@JovisMendezgnr,2021-08-15T19:45:13.000Z,Debemos unirnos para no elegir ratas como vos.,,,,,https://twitter.com/JovisMendezgnr/status/1426993399341649923
Sebastian,Sebastian,2021-08-15T19:45:18.000Z,Cuáles libertades viejo ivayadrba cuidar sus nietos q este país paso a votar por el q digan las juventudes.. ud esta quemado politiquero de mierda .. como todo el  uribismo..narcoparamilitar,,,,,https://twitter.com/Sebasti47572326/status/1426993421236031499
S̷a̷n̷t̷i̷a̷g̷o̷,S̷a̷n̷t̷i̷a̷g̷o̷,2021-08-15T19:45:46.000Z,¡¡Viva la campaña del miedo!!,,,,,https://twitter.com/Santiagomh1002/status/1426993540232531969
